列1,募集日,地区名,路線名,駅名,所要時間,取引価格,間取り,竣工日,敷地面積,延べ面積,建蔽率,容積率,経度,緯度,築年数,補正築年数,補正所要時間,縦横比,間取り指数
153,2019/4/1,西原4丁目,東武野田線,初石,16,26800000,4LDK,201502,120.05,102.87,60,150,139.92291,35.89322,4.164383562,4.164383562,16.1525414,2.5,5.5
154,2019/4/1,西原4丁目,東武野田線,初石,16,25800000,4LDK,201502,120.05,100.44,60,150,139.92291,35.89322,4.164383562,4.164383562,16.1525414,2.5,5.5
155,2019/4/1,松ケ崎,ＪＲ常磐線,柏,25,19800000,4LDK,201503,122.61,100.48,60,150,139.97595,35.87908,4.087671233,4.087671233,12.7073896,2.5,5.5
156,2019/4/1,松ケ崎,ＪＲ常磐線,柏,25,29800000,4LDK,201503,112.91,103.48,60,150,139.97595,35.87908,4.087671233,4.087671233,12.7073896,2.5,5.5
157,2019/4/1,松ケ崎,ＪＲ常磐線,柏,25,23800000,4LDK,201503,107.61,98.01,60,150,139.97595,35.87908,4.087671233,4.087671233,12.7073896,2.5,5.5
158,2019/4/1,柏,ＪＲ常磐線,柏,20,26800000,4LDK,201501,167.63,102.78,50,100,139.98651,35.86444,4.249315068,4.249315068,10.16591168,2,5.5
159,2019/4/1,松葉町5丁目,つくばエクスプレス,柏の葉キャンパス,19,24800000,5LDK,198603,176.27,119.76,50,100,139.96645,35.88947,33.10684932,34.76219178,18.49057585,2,6.5
160,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,18800000,4LDK,201511,161.3,98.11,50,100,140.03004,35.84925,3.416438356,3.416438356,2.722090261,2,5.5
161,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,18800000,4LDK,201511,161.31,95.22,50,100,140.03004,35.84925,3.416438356,3.416438356,2.722090261,2,5.5
162,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,16800000,4LDK,201511,161.31,94.8,50,100,140.03004,35.84925,3.416438356,3.416438356,2.722090261,2,5.5
163,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,16800000,4LDK,201511,165.52,99.26,50,100,140.03004,35.84925,3.416438356,3.416438356,2.722090261,2,5.5
164,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,21800000,4LDK,201511,160.14,101.84,50,100,140.03004,35.84925,3.416438356,3.416438356,2.722090261,2,5.5
165,2019/4/1,宿連寺,ＪＲ常磐線,北柏,18,22990000,4LDK,201511,150.13,105.3,50,100,139.98523,35.8875,3.416438356,3.416438356,17.26602011,2,5.5
166,2019/4/1,宿連寺,ＪＲ常磐線,北柏,18,22990000,4LDK,201511,144.01,104.98,50,100,139.98523,35.8875,3.416438356,3.416438356,17.26602011,2,5.5
167,2019/4/1,宿連寺,ＪＲ常磐線,北柏,18,24990000,4LDK,201511,130.05,105.7,50,100,139.98523,35.8875,3.416438356,3.416438356,17.26602011,2,5.5
168,2019/4/1,高田,ＪＲ常磐線,柏,4,22800000,4LDK,201509,121.59,98.43,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
169,2019/4/1,高田,ＪＲ常磐線,柏,4,22800000,4LDK,201509,121.62,99.79,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
170,2019/4/1,高田,ＪＲ常磐線,柏,4,21800000,4LDK,201509,121.6,99.46,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
171,2019/4/1,高田,ＪＲ常磐線,柏,4,21800000,4LDK,201509,121.62,99.26,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
172,2019/4/1,高田,ＪＲ常磐線,柏,4,21800000,4LDK,201509,121.62,99.78,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
173,2019/4/1,高田,ＪＲ常磐線,柏,4,22800000,4LDK,201509,121,99.78,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
174,2019/4/1,高田,ＪＲ常磐線,柏,4,19800000,4LDK,201509,128.58,99.99,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
175,2019/4/1,高田,ＪＲ常磐線,柏,4,19800000,4LDK,201509,120.1,99.36,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
176,2019/4/1,高田,ＪＲ常磐線,柏,4,18800000,4LDK,201509,128.05,99.15,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
177,2019/4/1,根戸,ＪＲ常磐線,北柏,18,29800000,4LDK,201510,207.76,105.57,60,200,139.98645,35.88113,3.501369863,3.501369863,17.26602011,3.333333333,5.5
178,2019/4/1,ひばりが丘,ＪＲ常磐線,柏,24,20800000,4LDK,201510,109.43,92.74,60,160,139.96916,35.84882,3.501369863,3.501369863,12.19909402,2.666666667,5.5
179,2019/4/1,十余二,ＪＲ常磐線,柏,28,25900000,4LDK,201510,146.33,100.19,60,160,139.9593,35.88263,3.501369863,3.501369863,14.23227636,2.666666667,5.5
180,2019/4/1,十余二,ＪＲ常磐線,柏,28,24800000,4LDK,201510,146.32,102.78,60,160,139.9593,35.88263,3.501369863,3.501369863,14.23227636,2.666666667,5.5
181,2019/4/1,増尾5丁目,東武野田線,増尾,13,20800000,4LDK,201509,111.87,99.87,50,100,139.98471,35.83187,3.583561644,3.583561644,13.31063136,2,5.5
182,2019/4/1,増尾5丁目,東武野田線,増尾,13,21800000,4LDK,201509,111.87,98.45,50,100,139.98471,35.83187,3.583561644,3.583561644,13.31063136,2,5.5
183,2019/4/1,布施,ＪＲ常磐線,北柏,28,15800000,4LDK,199205,159.68,137.07,60,150,139.99283,35.89152,26.93424658,28.2809589,26.85825351,2.5,5.5
184,2019/4/1,高田,ＪＲ常磐線,柏,4,18800000,4LDK,201509,126.8,96.78,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
185,2019/4/1,高田,ＪＲ常磐線,柏,4,18800000,4LDK,201509,120,99.76,60,200,139.94922,35.8777,3.583561644,3.583561644,2.033182337,3.333333333,5.5
186,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,21800000,4LDK,201511,160.64,100.61,50,100,140.03004,35.84925,3.416438356,3.416438356,2.722090261,2,5.5
187,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,14,24800000,4LDK,201601,100.2,96.88,50,100,139.96329,35.88953,3.249315068,3.249315068,13.62463484,2,5.5
188,2019/4/1,手賀の杜2丁目,ＪＲ常磐線,我孫子,3,17900000,5LDK,201601,153.47,98.52,50,100,140.03004,35.84925,3.249315068,3.249315068,2.722090261,2,6.5
189,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,5,19800000,4LDK,201601,102.03,96.04,60,200,139.97595,35.87908,3.249315068,3.249315068,4.796116698,3.333333333,5.5
190,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,25800000,4LDK,201511,110,93.97,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
191,2019/4/1,柏の葉2丁目,つくばエクスプレス,柏の葉キャンパス,15,28800000,4LDK,201512,116.6,99.67,50,100,139.93974,35.89108,3.334246575,3.334246575,14.59782304,2,5.5
192,2019/4/1,柏の葉2丁目,つくばエクスプレス,柏の葉キャンパス,15,31800000,4LDK,201512,116.56,99.78,50,100,139.93974,35.89108,3.334246575,3.334246575,14.59782304,2,5.5
193,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,31800000,4LDK,201511,120,95.21,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
194,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,28800000,3LDK,201511,120,95.23,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,4.5
195,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,29800000,3LDK,201511,120.02,96.05,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,4.5
196,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,33800000,4LDK,201511,120.01,97.19,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
197,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,32800000,4LDK,201511,120,96.57,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
198,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,32800000,4LDK,201511,110.02,96.05,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
199,2019/4/1,篠籠田,ＪＲ常磐線,柏,15,28800000,4LDK,201511,110.02,96.68,60,150,139.94336,35.86812,3.416438356,3.416438356,7.624433763,2.5,5.5
200,2019/4/1,篠籠田,東武野田線,豊四季,13,22800000,4LDK,201601,117.09,97.5,60,150,139.94336,35.86812,3.249315068,3.249315068,13.24921468,2.5,5.5
201,2019/4/1,篠籠田,東武野田線,豊四季,13,24800000,4LDK,201601,120.11,100.18,60,150,139.94336,35.86812,3.249315068,3.249315068,13.24921468,2.5,5.5
202,2019/4/1,篠籠田,東武野田線,豊四季,13,23800000,4LDK,201601,120.09,98.73,60,150,139.94336,35.86812,3.249315068,3.249315068,13.24921468,2.5,5.5
203,2019/4/1,篠籠田,東武野田線,豊四季,13,21800000,4LDK,201601,141.33,99.57,60,150,139.94336,35.86812,3.249315068,3.249315068,13.24921468,2.5,5.5
204,2019/4/1,根戸,ＪＲ常磐線,北柏,14,23800000,4LDK,201602,120.28,102.67,60,200,139.98645,35.88113,3.164383562,3.164383562,13.42912675,3.333333333,5.5
205,2019/4/1,根戸,ＪＲ常磐線,北柏,14,25800000,4LDK,201602,133.77,101.45,60,200,139.98645,35.88113,3.164383562,3.164383562,13.42912675,3.333333333,5.5
206,2019/4/1,根戸,ＪＲ常磐線,北柏,14,20800000,4LDK,201602,133.38,101.2,60,200,139.98645,35.88113,3.164383562,3.164383562,13.42912675,3.333333333,5.5
207,2019/4/1,根戸,ＪＲ常磐線,北柏,14,25800000,4LDK,201602,126.28,102.26,60,200,139.98645,35.88113,3.164383562,3.164383562,13.42912675,3.333333333,5.5
208,2019/4/1,若柴,つくばエクスプレス,柏の葉キャンパス,16,23800000,4LDK,201603,108.54,99.78,60,200,139.95399,35.89166,3.084931507,3.084931507,15.57101124,3.333333333,5.5
209,2019/4/1,若柴,つくばエクスプレス,柏の葉キャンパス,16,25800000,4LDK,201603,109.54,99.36,60,200,139.95399,35.89166,3.084931507,3.084931507,15.57101124,3.333333333,5.5
210,2019/4/1,若柴,つくばエクスプレス,柏の葉キャンパス,16,22800000,4LDK,201603,108.45,97.78,60,200,139.95399,35.89166,3.084931507,3.084931507,15.57101124,3.333333333,5.5
211,2019/4/1,柏,ＪＲ常磐線,柏,26,18800000,4LDK,201603,120.94,99.68,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
212,2019/4/1,柏,ＪＲ常磐線,柏,26,22800000,4LDK,201603,120.26,99.57,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
213,2019/4/1,柏,ＪＲ常磐線,柏,26,19300000,4LDK,201603,120.3,98.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
214,2019/4/1,柏,ＪＲ常磐線,柏,26,19300000,4LDK,201603,120.23,97.3,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
215,2019/4/1,柏,ＪＲ常磐線,柏,26,21800000,4LDK,201603,120.16,99.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
216,2019/4/1,柏,ＪＲ常磐線,柏,26,24300000,4LDK,201603,126.5,99.88,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
217,2019/4/1,柏,ＪＲ常磐線,柏,26,24800000,4LDK,201603,132.87,98.59,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
218,2019/4/1,柏,ＪＲ常磐線,柏,26,23800000,4LDK,201603,132.6,99.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
219,2019/4/1,柏,ＪＲ常磐線,柏,26,22800000,4LDK,201603,132.59,98.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
220,2019/4/1,柏,ＪＲ常磐線,柏,26,23800000,4LDK,201603,132.46,99.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
221,2019/4/1,柏,ＪＲ常磐線,柏,26,19800000,4LDK,201603,120.13,96.3,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
222,2019/4/1,柏,ＪＲ常磐線,柏,26,25800000,4LDK,201603,132.89,99.37,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
223,2019/4/1,柏,ＪＲ常磐線,柏,26,23800000,4LDK,201603,132.45,99.99,50,100,139.98651,35.86444,3.084931507,3.084931507,13.21568519,2,5.5
224,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,21800000,4LDK,201603,135.5,99.37,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
225,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,22800000,4LDK,201603,135.04,99.36,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
226,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,23800000,4LDK,201603,135.06,99.37,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
227,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,21800000,4LDK,201603,140.82,99.16,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
228,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,21800000,4LDK,201603,135.05,99.87,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
229,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,18800000,4LDK,201603,135.35,99.78,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
230,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,16800000,4LDK,201603,130.05,95.05,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
231,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,17800000,4LDK,201603,130.05,90.05,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,5.5
232,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,22800000,3LDK,201603,130.06,90.05,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,4.5
233,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,16800000,3LDK,201603,130.03,86.32,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,4.5
234,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,16800000,3LDK,201603,130.06,77.24,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,4.5
235,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,20800000,3LDK,201603,138.73,81.28,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,4.5
236,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,18800000,4LDK,201603,159.5,99.35,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,5.5
237,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,22800000,3LDK,201603,135.42,90.76,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,4.5
238,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,26800000,3LDK,201603,135.05,89.32,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,4.5
239,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,19800000,4LDK,201603,138.53,98.54,60,200,139.98753,35.8515,3.084931507,3.084931507,13.21568519,3.333333333,5.5
240,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,24800000,4LDK,201603,135.04,99.47,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
241,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,18800000,4LDK,201603,130.06,99.36,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
242,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,25800000,4LDK,201603,135.06,99.77,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
243,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,21800000,4LDK,201603,130.06,99.37,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
244,2019/4/1,東柏1丁目,ＪＲ常磐線,柏,26,27800000,4LDK,201603,130.05,99.98,50,100,139.98753,35.8515,3.084931507,3.084931507,13.21568519,2,5.5
245,2019/4/1,篠籠田,ＪＲ常磐線,柏,22,21990000,4LDK,201606,104.84,101.22,50,100,139.94336,35.86812,2.832876712,2.832876712,11.18250285,2,5.5
246,2019/4/1,新富町2丁目,ＪＲ常磐線,南柏,18,30800000,4LDK,201603,117.59,98.35,50,100,139.95262,35.85528,3.084931507,3.084931507,16.21247152,2,5.5
247,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,17,25990000,4LDK,201605,101.25,98.24,50,100,139.96329,35.88953,2.917808219,2.917808219,16.54419945,2,5.5
248,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,17,26990000,4LDK,201605,115.07,106.9,50,100,139.96329,35.88953,2.917808219,2.917808219,16.54419945,2,5.5
249,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,17,26990000,4LDK,201605,126.14,105.3,50,100,139.96329,35.88953,2.917808219,2.917808219,16.54419945,2,5.5
250,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,27,19990000,4LDK,201606,120.05,107.3,60,200,139.97595,35.87908,2.832876712,2.832876712,25.89903017,3.333333333,5.5
251,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,27,17990000,4LDK,201606,134.87,104.3,60,200,139.97595,35.87908,2.832876712,2.832876712,25.89903017,3.333333333,5.5
252,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,27,22990000,4LDK,201606,125.04,109.3,60,200,139.97595,35.87908,2.832876712,2.832876712,25.89903017,3.333333333,5.5
253,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,27,21990000,4LDK,201606,132.91,106.3,60,200,139.97595,35.87908,2.832876712,2.832876712,25.89903017,3.333333333,5.5
254,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,27,21990000,4LDK,201606,125.05,101.83,60,200,139.97595,35.87908,2.832876712,2.832876712,25.89903017,3.333333333,5.5
255,2019/4/1,松ケ崎,ＪＲ常磐線,北柏,27,21990000,4LDK,201606,125.05,106.29,60,200,139.97595,35.87908,2.832876712,2.832876712,25.89903017,3.333333333,5.5
256,2019/4/1,松ケ崎,ＪＲ常磐線,柏,25,22800000,4LDK,201606,120.82,101.84,60,150,139.97595,35.87908,2.832876712,2.832876712,12.7073896,2.5,5.5
257,2019/4/1,松ケ崎,ＪＲ常磐線,柏,28,21800000,4LDK,201605,122.2,99.68,60,150,139.97595,35.87908,2.917808219,2.917808219,14.23227636,2.5,5.5
258,2019/4/1,松ケ崎,ＪＲ常磐線,柏,25,28800000,4LDK,201606,114.65,102.18,60,150,139.97595,35.87908,2.832876712,2.832876712,12.7073896,2.5,5.5
259,2019/4/1,松ケ崎,ＪＲ常磐線,柏,28,22800000,4LDK,201605,127.01,99.36,60,150,139.97595,35.87908,2.917808219,2.917808219,14.23227636,2.5,5.5
260,2019/4/1,宿連寺,ＪＲ常磐線,北柏,24,21800000,4LDK,201605,110,96.02,50,100,139.98523,35.8875,2.917808219,2.917808219,23.02136015,2,5.5
261,2019/4/1,宿連寺,ＪＲ常磐線,北柏,24,20800000,4LDK,201605,105.02,96.02,50,100,139.98523,35.8875,2.917808219,2.917808219,23.02136015,2,5.5
262,2019/4/1,宿連寺,ＪＲ常磐線,北柏,24,21800000,3LDK,201605,105.01,95.23,50,100,139.98523,35.8875,2.917808219,2.917808219,23.02136015,2,4.5
263,2019/4/1,篠籠田,ＪＲ常磐線,柏,22,24990000,4LDK,201606,115.06,110.26,50,100,139.94336,35.86812,2.832876712,2.832876712,11.18250285,2,5.5
264,2019/4/1,篠籠田,ＪＲ常磐線,柏,22,21990000,4LDK,201606,103.46,98,50,100,139.94336,35.86812,2.832876712,2.832876712,11.18250285,2,5.5
265,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,33800000,4LDK,201707,123.91,96.43,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,5.5
266,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,24800000,3LDK,201707,139.53,90.24,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,4.5
267,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,26800000,4LDK,201707,128.13,95.41,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,5.5
268,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,30800000,4LDK,201707,120.07,102.37,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,5.5
269,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,25800000,3LDK,201707,138.29,86.7,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,4.5
270,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,31800000,4LDK,201707,100.05,97.26,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,5.5
271,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,30800000,4LDK,201707,100.02,94.71,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,5.5
272,2019/4/1,松葉町7丁目,つくばエクスプレス,柏の葉キャンパス,20,31800000,4LDK,201707,100.14,96.43,50,100,139.96329,35.88953,1.750684932,1.750684932,19.46376405,2,5.5
273,2019/4/1,豊四季,東武野田線,豊四季,8,26800000,4LDK,201708,116.15,103.06,60,200,139.94981,35.85993,1.665753425,1.665753425,8.153362878,3.333333333,5.5
274,2019/4/1,豊四季,東武野田線,豊四季,8,26800000,4LDK,201708,118.08,102.88,60,200,139.94981,35.85993,1.665753425,1.665753425,8.153362878,3.333333333,5.5
275,2019/4/1,豊四季,東武野田線,豊四季,8,27800000,4LDK,201708,112.94,104.06,60,200,139.94981,35.85993,1.665753425,1.665753425,8.153362878,3.333333333,5.5
276,2019/4/1,宿連寺,ＪＲ常磐線,北柏,20,16800000,3LDK,200105,100.01,97.07,60,200,139.98523,35.8875,17.92876712,18.82520548,19.18446679,3.333333333,4.5
277,2019/4/1,花野井,ＪＲ常磐線,北柏,5,24800000,4LDK,201812,218.75,103.5,60,150,139.97424,35.89674,0.331506849,0.331506849,4.796116698,2.5,5.5
278,2019/4/1,新逆井2丁目,新京成電鉄,五香,20,7800000,1K,199507,103.55,34.55,50,100,139.97063,35.80952,23.76712329,24.95547945,19.60608573,2,1.4
279,2019/4/1,松葉町6丁目,つくばエクスプレス,柏の葉キャンパス,26,26900000,3LDK,201812,141.85,88.59,50,100,139.96803,35.89154,0.331506849,0.331506849,25.30289327,2,4.5
280,2019/4/1,松葉町3丁目,つくばエクスプレス,柏の葉キャンパス,3,31800000,4LDK,199506,185.24,140.63,50,100,139.97096,35.88601,23.84931507,25.04178082,2.919564608,2,5.5
281,2019/4/1,北柏4丁目,ＪＲ常磐線,北柏,11,49800000,5LDK,201202,377,145.74,60,150,139.98689,35.87059,7.167123288,7.167123288,10.55145674,2.5,6.5
282,2019/4/1,酒井根7丁目,東武野田線,増尾,33,11500000,4LDK,199609,122.38,99.7,50,100,139.95784,35.82092,22.59452055,23.72424658,33.78852575,2,5.5
283,2019/4/1,南逆井2丁目,新京成電鉄,五香,18,13000000,3DK,197904,164.31,86.53,50,100,139.97032,35.80509,40.02739726,42.02876712,17.64547716,2,4
284,2019/4/1,緑ケ丘,ＪＲ常磐線,柏,15,25000000,3DK,199705,114.11,101,60,200,139.97009,35.8516,21.93150685,23.02808219,7.624433763,3.333333333,4
